ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,Franja etaria acusado,Franja etaria victima
2722,60,POLICIA FEDERAL 2015,ABRIL,21,01/04/2015,3:25:00 PM,VEHICULO - MOTO,COLISION,AV. CORONEL DIAZ 1520 ,"DIAZ, CNEL. AV. 1520",AVENIDA,"1520 DIAZ, CNEL. AV.","DIAZ, CNEL. AV.",1520,0,4073,0,POINT(104578.721381 104043.896923),0,Wednesday,0,0,2,4
2733,61,POLICIA FEDERAL 2015,ABRIL,23,01/04/2015,3:00:00 PM,VEHICULO - MOTO,COLISION,AV. LIBERTADOR Y CASARES,DEL LIBERTADOR AV. y CASARES AV.,AVENIDA,DEL LIBERTADOR AV. & CASARES AV.,DEL LIBERTADOR AV.,0,CASARES AV.,12107,3082,POINT(104903.0078125 105766.078125),0,Wednesday,0,0,2,4
3051,62,POLICIA FEDERAL 2015,ABRIL,34,01/04/2015,6:00:00 PM,MOTO - MOTO,COLISION,AV. RABANAL 1800,"RABANAL, FRANCISCO, INTENDENTE AV. 1800",AVENIDA,"1800 RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV.",1800,0,19057,0,POINT(103685.515201 96879.5624995),0,Wednesday,0,0,0,2
3052,62,POLICIA FEDERAL 2015,ABRIL,34,01/04/2015,6:00:00 PM,MOTO - MOTO,COLISION,AV. RABANAL 1800,"RABANAL, FRANCISCO, INTENDENTE AV. 1800",AVENIDA,"1800 RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV.",1800,0,19057,0,POINT(103685.515201 96879.5624995),0,Wednesday,0,1,0,2
3355,63,POLICIA FEDERAL 2015,ABRIL,48,01/04/2015,6:00:00 PM,VEHICULO - PEATON,ATROPELLO,AV.EVA PERON Y L.DE LA TORRE,"PERON, EVA AV. y DE LA TORRE, LISANDRO AV.",AVENIDA,"PERON, EVA AV. & DE LA TORRE, LISANDRO AV.","PERON, EVA AV.",0,"DE LA TORRE, LISANDRO AV.",4056,21019,POINT(97222.0625 95707.2734375),0,Wednesday,0,0,2,1
2544,64,POLICIA FEDERAL 2015,ABRIL,4,01/04/2015,7:45:00 PM,VEHICULO - MOTO,COLISION,AVDA 9 DE JULIO & AVDA INDEPENDENCIA,9 DE JULIO AV. e INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV. & INDEPENDENCIA AV.,9 DE JULIO AV.,0,INDEPENDENCIA AV.,14029,9010,POINT(107535.578125 101285.5390625),0,Wednesday,0,0,2,3
2543,65,POLICIA FEDERAL 2015,ABRIL,4,01/04/2015,3:10:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA DE MAYO & PIEDRAS,DE MAYO AV. y PIEDRAS,AVENIDA,DE MAYO AV. & PIEDRAS,DE MAYO AV.,0,PIEDRAS,4064,17078,POINT(107843.8046875 102267.34375),0,Wednesday,0,0,2,2
2582,66,POLICIA FEDERAL 2015,ABRIL,22,01/04/2015,1:30:00 AM,SIN DATOS,SIN DATOS,AVDA ING HUERGO & COCHABAMBA,"HUERGO, ING. AV. y COCHABAMBA",AVENIDA,"HUERGO, ING. AV. & COCHABAMBA","HUERGO, ING. AV.",0,COCHABAMBA,8030,3134,POINT(108928.75 100728.7890625),1,Wednesday,0,0,999,3
3263,67,POLICIA FEDERAL 2015,ABRIL,40,01/04/2015,10:10:00 AM,VEHICULO - MOTO,COLISION,AVDA OLIVERA & GRAL EUGENIO GARZON,OLIVERA AV. y GARZON EUGENIO GENERAL,AVENIDA,OLIVERA AV. & GARZON EUGENIO GENERAL,OLIVERA AV.,0,GARZON EUGENIO GENERAL,16017,7038,POINT(98153.984375 97756),0,Wednesday,0,0,1,3
3264,68,POLICIA FEDERAL 2015,ABRIL,40,01/04/2015,1:50:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA OLIVERA & TANDIL,OLIVERA AV. y TANDIL,AVENIDA,OLIVERA AV. & TANDIL,OLIVERA AV.,0,TANDIL,16017,21011,POINT(98084.421875 98061.921875),0,Wednesday,0,0,2,2
2505,69,POLICIA FEDERAL 2015,ABRIL,2,01/04/2015,9:50:00 PM,VEHICULO - VEHICULO,COLISION,AVDA PASEO COLON & ESTADOS UNIDOS,PASEO COLON AV. y ESTADOS UNIDOS,AVENIDA,PASEO COLON AV. & ESTADOS UNIDOS,PASEO COLON AV.,0,ESTADOS UNIDOS,17028,5087,POINT(108620.90625 101203.546875),1,Wednesday,0,0,1,3
3228,70,POLICIA FEDERAL 2015,ABRIL,49,01/04/2015,12:00:00 PM,VEHICULO - MOTO,COLISION,AVDA TRIUNVIRATO & IBERA,TRIUNVIRATO AV. e IBERA,AVENIDA,TRIUNVIRATO AV. & IBERA,TRIUNVIRATO AV.,0,IBERA,21057,9004,POINT(97272.6875 106762.625),0,Wednesday,0,0,1,2
2686,71,POLICIA FEDERAL 2015,ABRIL,15,01/04/2015,9:00:00 PM,VEHICULO - MOTO,COLISION,AVDA. 9 DE JULIO Y ARENALES ,9 DE JULIO AV. y ARENALES,AVENIDA,9 DE JULIO AV. & ARENALES,9 DE JULIO AV.,0,ARENALES,14029,1104,POINT(107453.882469082 103884.507527597),1,Wednesday,0,0,2,5
2608,72,POLICIA FEDERAL 2015,ABRIL,7,01/04/2015,6:30:00 PM,VEHICULO - PEATON,ATROPELLO,BARTOLOME MITRE & AVDA PUEYRREDON,"MITRE, BARTOLOME y PUEYRREDON AV.",AVENIDA,"MITRE, BARTOLOME & PUEYRREDON AV.","MITRE, BARTOLOME",0,PUEYRREDON AV.,13094,17132,POINT(105254.953125 102213.9453125),0,Wednesday,0,0,1,3
2634,73,POLICIA FEDERAL 2015,ABRIL,9,01/04/2015,7:50:00 PM,MOTO - BICICLETA,COLISION,BARTOLOME MITRE & BILLINGHURST,"MITRE, BARTOLOME y BILLINGHURST",CALLE,"MITRE, BARTOLOME & BILLINGHURST","MITRE, BARTOLOME",0,BILLINGHURST,13094,2082,POINT(104342.796875 102196.2578125),0,Wednesday,0,0,0,3
2807,74,POLICIA FEDERAL 2015,ABRIL,28,01/04/2015,8:50:00 AM,VEHICULO - MOTO,COLISION,BRASIL Y ALBERTI,BRASIL y ALBERTI,CALLE,BRASIL & ALBERTI,BRASIL,0,ALBERTI,2111,1034,POINT(105881.1484375 99792.46875),0,Wednesday,0,0,2,3
2775,75,POLICIA FEDERAL 2015,ABRIL,16,01/04/2015,11:30:00 AM,VEHICULO - PEATON,ATROPELLO,BRASIL Y LIMA,BRASIL y LIMA,CALLE,BRASIL & LIMA,BRASIL,0,LIMA,2111,12112,POINT(107655.252833695 100224.895542232),0,Wednesday,0,0,2,6
2685,76,POLICIA FEDERAL 2015,ABRIL,15,01/04/2015,1:20:00 PM,VEHICULO - BICICLETA,COLISION,C. PELLEGRINI 1119,"PELLEGRINI, CARLOS 1119",CALLE,"1119 PELLEGRINI, CARLOS","PELLEGRINI, CARLOS",1119,0,17052,0,POINT(107511.047413 103788.735817),0,Wednesday,0,0,2,4
2667,77,POLICIA FEDERAL 2015,ABRIL,20,01/04/2015,12:20:00 AM,VEHICULO - VEHICULO,COLISION,CARLOS CALVO Y GRAL URQUIZA ,"CALVO, CARLOS y URQUIZA, GRAL.",CALLE,"CALVO, CARLOS & URQUIZA, GRAL.","CALVO, CARLOS",0,"URQUIZA, GRAL.",3028,22014,POINT(104969.9140625 100759.9765625),1,Wednesday,0,0,1,3
3033,78,POLICIA FEDERAL 2015,ABRIL,13,01/04/2015,12:00:00 PM,VEHICULO - VEHICULO,COLISION,FRANKLIN Y H PUEYRREDON,"FRANKLIN y PUEYRREDON, HONORIO, DR. AV.",AVENIDA,"FRANKLIN & PUEYRREDON, HONORIO, DR. AV.",FRANKLIN,0,"PUEYRREDON, HONORIO, DR. AV.",6053,17133,POINT(101730.734375 102249.703125),0,Wednesday,0,0,2,3
3127,79,POLICIA FEDERAL 2015,ABRIL,35,01/04/2015,5:00:00 PM,VEHICULO - MOTO,COLISION,FREIRE Y MANUELA PEDRAZA,"FREIRE, RAMON, CAP. GRAL. y PEDRAZA, MANUELA",CALLE,"FREIRE, RAMON, CAP. GRAL. & PEDRAZA, MANUELA","FREIRE, RAMON, CAP. GRAL.",0,"PEDRAZA, MANUELA",6057,17048,POINT(99011.25 108141.2265625),0,Wednesday,0,0,2,5
2830,80,POLICIA FEDERAL 2015,ABRIL,30,01/04/2015,7:30:00 AM,VEHICULO - VEHICULO,COLISION,GASPAR M DE JOVELLANOS & CALIFORNIA,"JOVELLANOS, GASPAR M. DE y CALIFORNIA",CALLE,"JOVELLANOS, GASPAR M. DE & CALIFORNIA","JOVELLANOS, GASPAR M. DE",0,CALIFORNIA,4109,1164,POINT(108476.4765625 98122.0546875),0,Wednesday,0,0,1,3
2797,81,POLICIA FEDERAL 2015,ABRIL,26,01/04/2015,5:45:00 PM,VEHICULO - VEHICULO,COLISION,IRALA & ARISTOBULO DEL VALLE,"IRALA y VALLE, ARISTOBULO DEL",CALLE,"IRALA & VALLE, ARISTOBULO DEL",IRALA,0,"VALLE, ARISTOBULO DEL",9015,4057,POINT(108836.9609375 99336.40625),0,Wednesday,0,0,2,2
3249,82,POLICIA FEDERAL 2015,ABRIL,36,01/04/2015,7:00:00 AM,VEHICULO - MOTO,COLISION,JOSE MARTI & ITAQUI,"MARTI, JOSE e ITAQUI",CALLE,"MARTI, JOSE & ITAQUI","MARTI, JOSE",0,ITAQUI,13034,9027,POINT(101907.859375 96477.7734375),0,Wednesday,0,0,0,2
3292,83,POLICIA FEDERAL 2015,ABRIL,42,01/04/2015,5:15:00 PM,VEHICULO - VEHICULO,COLISION,MONTIEL & BOQUERON,MONTIEL y BOQUERON,CALLE,MONTIEL & BOQUERON,MONTIEL,0,BOQUERON,13119,2102,POINT(94257.6328125 98066.5625),0,Wednesday,0,0,2,0
3293,83,POLICIA FEDERAL 2015,ABRIL,42,01/04/2015,5:15:00 PM,VEHICULO - VEHICULO,COLISION,MONTIEL & BOQUERON,MONTIEL y BOQUERON,CALLE,MONTIEL & BOQUERON,MONTIEL,0,BOQUERON,13119,2102,POINT(94257.6328125 98066.5625),0,Wednesday,0,1,1,3
3208,84,POLICIA FEDERAL 2015,ABRIL,47,01/04/2015,2:00:00 PM,VEHICULO - VEHICULO,COLISION,PAREJA Y CARACAS,PAREJA y CARACAS,CALLE,PAREJA & CARACAS,PAREJA,0,CARACAS,17019,3062,POINT(97362.953125 104824.6171875),0,Wednesday,0,0,2,7
2616,85,POLICIA FEDERAL 2015,ABRIL,8,01/04/2015,4:49:00 PM,VEHICULO - PEATON,ATROPELLO,RIVADAVIA Y LA RIOJA,RIVADAVIA AV. y LA RIOJA,AVENIDA,RIVADAVIA AV. & LA RIOJA,RIVADAVIA AV.,0,LA RIOJA,19046,12169,POINT(104991.1015625 102099.1640625),0,Wednesday,0,0,1,6
3034,86,POLICIA FEDERAL 2015,ABRIL,13,01/04/2015,9:00:00 PM,MOTO - PEATON,ATROPELLO,SARMIENTO Y AV.AVELLANEDA,FRAGATA PRES. SARMIENTO y AVELLANEDA AV.,AVENIDA,FRAGATA PRES. SARMIENTO & AVELLANEDA AV.,FRAGATA PRES. SARMIENTO,0,AVELLANEDA AV.,6049,1141,POINT(101198.6328125 101153.875),1,Wednesday,0,0,2,999
2973,87,POLICIA FEDERAL 2015,ABRIL,10,01/04/2015,11:00:00 AM,VEHICULO - PEATON,ATROPELLO,SENILLOSA Nº 883 ,SENILLOSA 883,CALLE,883 SENILLOSA,SENILLOSA,883,,20089,,POINT(103210.783484 100264.289373),0,Wednesday,0,0,2,3
2526,88,POLICIA FEDERAL 2015,ABRIL,3,01/04/2015,11:45:00 AM,BICICLETA - PEATON,ATROPELLO,TUCUMAN & ESMERALDA,TUCUMAN y ESMERALDA,CALLE,TUCUMAN & ESMERALDA,TUCUMAN,0,ESMERALDA,21060,5072,POINT(107808.25 103108.390625),0,Wednesday,0,0,0,7
2991,89,POLICIA FEDERAL 2015,ABRIL,11,01/04/2015,5:49:00 PM,VEHICULO - VEHICULO,COLISION,YATAY & BARTOLOME MITRE,"YATAY y MITRE, BARTOLOME",CALLE,"YATAY & MITRE, BARTOLOME",YATAY,0,"MITRE, BARTOLOME",26002,13094,POINT(103153.7734375 102057.59375),0,Wednesday,0,0,2,4
3265,90,POLICIA FEDERAL 2015,ABRIL,40,01/04/2015,8:00:00 PM,VEHICULO - MOTO,COLISION,YERBAL & CARACAS,YERBAL y CARACAS,CALLE,YERBAL & CARACAS,YERBAL,0,CARACAS,26003,3062,POINT(100142.8828125 100229.078125),1,Wednesday,0,0,999,5
3927,91,POLICIA FEDERAL 2015,MAYO,51,01/05/2015,3:30:00 PM,VEHICULO - VEHICULO,COLISION,11 DE SEPTIEMBRE Y MONROE,11 DE SEPTIEMBRE DE 1888 y MONROE,CALLE,11 DE SEPTIEMBRE DE 1888 & MONROE,11 DE SEPTIEMBRE DE 1888,0,MONROE,16025,4111,POINT(100825.859375 108244.46875),0,Friday,0,0,1,5
3928,91,POLICIA FEDERAL 2015,MAYO,51,01/05/2015,3:30:00 PM,VEHICULO - VEHICULO,COLISION,11 DE SEPTIEMBRE Y MONROE,11 DE SEPTIEMBRE DE 1888 y MONROE,CALLE,11 DE SEPTIEMBRE DE 1888 & MONROE,11 DE SEPTIEMBRE DE 1888,0,MONROE,16025,4111,POINT(100825.859375 108244.46875),0,Friday,0,1,0,5
3448,92,POLICIA FEDERAL 2015,MAYO,3,01/05/2015,12:30:00 PM,MOTO - PEATON,ATROPELLO,9 DE JULIO & AVDA CORRIENTES,9 DE JULIO AV. y CORRIENTES AV.,AVENIDA,9 DE JULIO AV. & CORRIENTES AV.,9 DE JULIO AV.,0,CORRIENTES AV.,14029,3174,POINT(107553.0390625 102796.203125),0,Friday,0,0,1,7
4076,93,POLICIA FEDERAL 2015,MAYO,35,01/05/2015,8:00:00 PM,VEHICULO - PEATON,ATROPELLO,AMENABAR Y GARCIA DEL RIO,AMENABAR y GARCIA DEL RIO AV.,AVENIDA,AMENABAR & GARCIA DEL RIO AV.,AMENABAR,0,GARCIA DEL RIO AV.,1072,7028,POINT(99285.8343526464 108931.89288309),1,Friday,0,0,0,3
4077,94,POLICIA FEDERAL 2015,MAYO,35,01/05/2015,9:00:00 PM,VEHICULO - MOTO,COLISION,AV GRAL PAZ AV LUGONES,"PAZ, GRAL. AV. y LUGONES, LEOPOLDO AV.",AVENIDA,"PAZ, GRAL. AV. & LUGONES, LEOPOLDO AV.","PAZ, GRAL. AV.",0,"LUGONES, LEOPOLDO AV.",17041,12152,POINT(99830.359375 110496.1796875),1,Friday,0,0,999,4
3499,95,POLICIA FEDERAL 2015,MAYO,46,01/05/2015,6:05:00 AM,VEHICULO - MOTO,COLISION,AV MADERO 1020,"MADERO, EDUARDO AV. 1020",AVENIDA,"1020 MADERO, EDUARDO AV.","MADERO, EDUARDO AV.",1020,0,13008,0,POINT(108499.484816 103707.014168),0,Friday,0,0,1,4
3667,96,POLICIA FEDERAL 2015,MAYO,23,01/05/2015,2:13:00 PM,VEHICULO - MOTO,COLISION,AV. DEL LIBERTADOR Y AV. BULLRICH,"DEL LIBERTADOR AV. y BULLRICH, INT. AV.",AVENIDA,"DEL LIBERTADOR AV. & BULLRICH, INT. AV.",DEL LIBERTADOR AV.,0,"BULLRICH, INT. AV.",12107,2128,POINT(103675.4921875 106444.71875),0,Friday,0,0,1,3
4005,97,POLICIA FEDERAL 2015,MAYO,34,01/05/2015,4:50:00 AM,VEHICULO - VEHICULO,COLISION,AV. SAENZ Y ANDRS FERREYRA ,"SAENZ AV. y FERREYRA, ANDRES",AVENIDA,"SAENZ AV. & FERREYRA, ANDRES",SAENZ AV.,0,"FERREYRA, ANDRES",20002,6023,POINT(104322.6953125 98344.7421875),1,Friday,0,0,0,4
4006,97,POLICIA FEDERAL 2015,MAYO,34,01/05/2015,4:50:00 AM,VEHICULO - VEHICULO,COLISION,AV. SAENZ Y ANDRS FERREYRA ,"SAENZ AV. y FERREYRA, ANDRES",AVENIDA,"SAENZ AV. & FERREYRA, ANDRES",SAENZ AV.,0,"FERREYRA, ANDRES",20002,6023,POINT(104322.6953125 98344.7421875),1,Friday,0,1,1,4
4007,97,POLICIA FEDERAL 2015,MAYO,34,01/05/2015,4:50:00 AM,VEHICULO - VEHICULO,COLISION,AV. SAENZ Y ANDRS FERREYRA ,"SAENZ AV. y FERREYRA, ANDRES",AVENIDA,"SAENZ AV. & FERREYRA, ANDRES",SAENZ AV.,0,"FERREYRA, ANDRES",20002,6023,POINT(104322.6953125 98344.7421875),1,Friday,0,1,1,4
4939,97,POLICIA FEDERAL 2015,JUNIO,34,01/05/2015,4:50:00 AM,VEHICULO - VEHICULO,COLISION,AV. SAENZ Y ANDRS FERREYRA ,"SAENZ AV. y FERREYRA, ANDRES",AVENIDA,"SAENZ AV. & FERREYRA, ANDRES",SAENZ AV.,0,"FERREYRA, ANDRES",20002,6023,POINT(104322.6953125 98344.7421875),1,Friday,0,1,0,4
4940,97,POLICIA FEDERAL 2015,JUNIO,34,01/05/2015,4:50:00 AM,VEHICULO - VEHICULO,COLISION,AV. SAENZ Y ANDRS FERREYRA ,"SAENZ AV. y FERREYRA, ANDRES",AVENIDA,"SAENZ AV. & FERREYRA, ANDRES",SAENZ AV.,0,"FERREYRA, ANDRES",20002,6023,POINT(104322.6953125 98344.7421875),1,Friday,0,1,1,4
4941,97,POLICIA FEDERAL 2015,JUNIO,34,01/05/2015,4:50:00 AM,VEHICULO - VEHICULO,COLISION,AV. SAENZ Y ANDRS FERREYRA ,"SAENZ AV. y FERREYRA, ANDRES",AVENIDA,"SAENZ AV. & FERREYRA, ANDRES",SAENZ AV.,0,"FERREYRA, ANDRES",20002,6023,POINT(104322.6953125 98344.7421875),1,Friday,0,1,1,4
4351,98,POLICIA FEDERAL 2015,MAYO,52,01/05/2015,11:20:00 PM,VEHICULO - VEHICULO,COLISION,AVDA CNEL ROCA & AVDA PIEDRABUENA,"ROCA, CNEL. AV. y PIEDRA BUENA AV.",AVENIDA,"ROCA, CNEL. AV. & PIEDRA BUENA AV.","ROCA, CNEL. AV.",0,PIEDRA BUENA AV.,19057,17077,POINT(99727.359375 92770.8828125),1,Friday,0,0,1,3
3957,99,POLICIA FEDERAL 2015,MAYO,11,01/05/2015,12:10:00 AM,MOTO - MOTO,COLISION,AVDA CORRIENTES & LAMBARE,CORRIENTES AV. y LAMBARE,AVENIDA,CORRIENTES AV. & LAMBARE,CORRIENTES AV.,0,LAMBARE,3174,12041,POINT(103038.8359375 102996.25),1,Friday,0,0,1,3
4891,99,POLICIA FEDERAL 2015,JUNIO,11,01/05/2015,12:10:00 AM,MOTO - MOTO,COLISION,AVDA CORRIENTES & LAMBARE,CORRIENTES AV. y LAMBARE,AVENIDA,CORRIENTES AV. & LAMBARE,CORRIENTES AV.,0,LAMBARE,3174,12041,POINT(103038.8359375 102996.25),1,Friday,0,1,1,3
3813,100,POLICIA FEDERAL 2015,MAYO,27,01/05/2015,5:55:00 AM,MOTO - MOTO,COLISION,AVDA CORRIENTES Y THAMES,CORRIENTES AV. y THAMES,AVENIDA,CORRIENTES AV. & THAMES,CORRIENTES AV.,0,THAMES,3174,21024,POINT(101812.8203125 103749.203125),1,Friday,0,0,0,3
3814,100,POLICIA FEDERAL 2015,MAYO,27,01/05/2015,5:55:00 AM,MOTO - MOTO,COLISION,AVDA CORRIENTES Y THAMES,CORRIENTES AV. y THAMES,AVENIDA,CORRIENTES AV. & THAMES,CORRIENTES AV.,0,THAMES,3174,21024,POINT(101812.8203125 103749.203125),1,Friday,0,1,0,2
4286,101,POLICIA FEDERAL 2015,MAYO,44,01/05/2015,12:00:00 PM,VEHICULO - VEHICULO,COLISION,AVDA FRANCISCO BEIRO & AVDA GRAL PAZ COLECTORA,"BEIRO, FRANCISCO AV. y PAZ, GRAL. AV.",AVENIDA,"BEIRO, FRANCISCO AV. & PAZ, GRAL. AV.","BEIRO, FRANCISCO AV.",0,"PAZ, GRAL. AV.",2045,17041,POINT(93851.3984375 101233.203125),0,Friday,0,0,0,4
3584,102,POLICIA FEDERAL 2015,MAYO,18,01/05/2015,7:00:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA INDEPENDENCIA & PASCO,INDEPENDENCIA AV. y PASCO,AVENIDA,INDEPENDENCIA AV. & PASCO,INDEPENDENCIA AV.,0,PASCO,9010,17027,POINT(106033.15625 101197),0,Friday,0,0,1,8
4031,103,POLICIA FEDERAL 2015,MAYO,38,01/05/2015,3:30:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA & ARGERICH,RIVADAVIA AV. y ARGERICH,AVENIDA,RIVADAVIA AV. & ARGERICH,RIVADAVIA AV.,0,ARGERICH,19046,1110,POINT(99276.2109375 99793.6171875),1,Friday,0,0,0,3
4965,103,POLICIA FEDERAL 2015,JUNIO,38,01/05/2015,3:30:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA & ARGERICH,RIVADAVIA AV. y ARGERICH,AVENIDA,RIVADAVIA AV. & ARGERICH,RIVADAVIA AV.,0,ARGERICH,19046,1110,POINT(99276.2109375 99793.6171875),1,Friday,0,1,0,3
3841,104,POLICIA FEDERAL 2015,MAYO,29,01/05/2015,1:50:00 AM,VEHICULO - MOTO,COLISION,AVDA TTEG DONATO ALVAREZ & GRAL CESAR DIAZ,"ALVAREZ, DONATO, TTE. GRAL. y DIAZ, CESAR, GRAL.",CALLE,"ALVAREZ, DONATO, TTE. GRAL. & DIAZ, CESAR, GRAL.","ALVAREZ, DONATO, TTE. GRAL.",0,"DIAZ, CESAR, GRAL.",1055,4072,POINT(100022.7421875 102507.6171875),1,Friday,0,0,0,3
3678,105,POLICIA FEDERAL 2015,MAYO,53,01/05/2015,4:09:00 AM,VEHICULO - PEATON,ATROPELLO,CABELLO Y SILVIO RUGGIERI ,"CABELLO y RUGGIERI, SILVIO L.",CALLE,"CABELLO & RUGGIERI, SILVIO L.",CABELLO,0,"RUGGIERI, SILVIO L.",3003,19091,POINT(105102.6015625 105277.8671875),1,Friday,0,0,2,8
3679,105,POLICIA FEDERAL 2015,MAYO,53,01/05/2015,4:09:00 AM,VEHICULO - PEATON,ATROPELLO,CABELLO Y SILVIO RUGGIERI ,"CABELLO y RUGGIERI, SILVIO L.",CALLE,"CABELLO & RUGGIERI, SILVIO L.",CABELLO,0,"RUGGIERI, SILVIO L.",3003,19091,POINT(105102.6015625 105277.8671875),1,Friday,0,1,2,8
4214,106,POLICIA FEDERAL 2015,MAYO,40,01/05/2015,6:45:00 PM,VEHICULO - MOTO,COLISION,CNEL RAMON L FALCON & AZUL,"FALCON, RAMON L.,CNEL. y AZUL",CALLE,"FALCON, RAMON L.,CNEL. & AZUL","FALCON, RAMON L.,CNEL.",0,AZUL,6006,1150,POINT(98923.0234375 99512.9453125),0,Friday,0,0,1,3
4237,107,POLICIA FEDERAL 2015,MAYO,42,01/05/2015,9:50:00 PM,VEHICULO - VEHICULO,COLISION,COSQUIN & AVDA DIRECTORIO,COSQUIN y DIRECTORIO AV.,AVENIDA,COSQUIN & DIRECTORIO AV.,COSQUIN,0,DIRECTORIO AV.,3180,4078,POINT(96135 96357.84375),1,Friday,0,0,0,3
4238,107,POLICIA FEDERAL 2015,MAYO,42,01/05/2015,9:50:00 PM,VEHICULO - VEHICULO,COLISION,COSQUIN & AVDA DIRECTORIO,COSQUIN y DIRECTORIO AV.,AVENIDA,COSQUIN & DIRECTORIO AV.,COSQUIN,0,DIRECTORIO AV.,3180,4078,POINT(96135 96357.84375),1,Friday,0,1,0,4
3552,108,POLICIA FEDERAL 2015,MAYO,9,01/05/2015,10:25:00 AM,VEHICULO - MOTO,COLISION,FRANCISCO ACUNA DE FIGUEROA & LAVALLE,"ACUÑA DE FIGUEROA, FRANCISCO y LAVALLE",CALLE,"ACUÑA DE FIGUEROA, FRANCISCO & LAVALLE","ACUÑA DE FIGUEROA, FRANCISCO",0,LAVALLE,1008,12089,POINT(103801.09375 103444.9375),0,Friday,0,0,1,4
3886,109,POLICIA FEDERAL 2015,MAYO,37,01/05/2015,8:55:00 AM,VEHICULO - VEHICULO,COLISION,JURAMENTO & AMENABAR,JURAMENTO AV. y AMENABAR,AVENIDA,JURAMENTO AV. & AMENABAR,JURAMENTO AV.,0,AMENABAR,10017,1072,POINT(100434.3671875 107335.875),0,Friday,0,0,1,5
3797,110,POLICIA FEDERAL 2015,MAYO,25,01/05/2015,6:00:00 PM,VEHICULO - BICICLETA,COLISION,LOYOLA & LAVALLEJA,LOYOLA y LAVALLEJA,CALLE,LOYOLA & LAVALLEJA,LOYOLA,0,LAVALLEJA,12145,12090,POINT(102851.8359375 103302.546875),0,Friday,0,0,1,2
4284,111,POLICIA FEDERAL 2015,MAYO,44,01/05/2015,1:30:00 PM,VEHICULO - VEHICULO,COLISION,NOGOYA & CERVANTES,NOGOYA y CERVANTES,CALLE,NOGOYA & CERVANTES,NOGOYA,0,CERVANTES,14025,3119,POINT(95237.4140625 101337.328125),0,Friday,0,0,0,6
3509,112,POLICIA FEDERAL 2015,MAYO,6,01/05/2015,2:25:00 PM,VEHICULO - MOTO,COLISION,PICHINCHA 500,PICHINCHA 500,CALLE,500 PICHINCHA,PICHINCHA,500,0,17076,0,POINT(105879.469628 101580.301778),0,Friday,0,0,2,2
3796,113,POLICIA FEDERAL 2015,MAYO,25,01/05/2015,2:29:00 AM,VEHICULO - VEHICULO,COLISION,THAMES & SOLER,THAMES y SOLER,CALLE,THAMES & SOLER,THAMES,0,SOLER,21024,20104,POINT(103331.265625 104875.9765625),1,Friday,0,0,2,3
3531,114,POLICIA FEDERAL 2015,MAYO,8,01/05/2015,4:30:00 PM,VEHICULO - MOTO,COLISION,YRIGOYEN Y JUJUY,"YRIGOYEN, HIPOLITO y JUJUY AV.",AVENIDA,"YRIGOYEN, HIPOLITO & JUJUY AV.","YRIGOYEN, HIPOLITO",0,JUJUY AV.,26005,10013,POINT(105270.3046875 101996.0234375),0,Friday,0,0,1,3
4743,115,POLICIA FEDERAL 2015,JUNIO,25,01/06/2015,10:30:00 AM,VEHICULO - MOTO,COLISION,1513 ARAOZ,ARAOZ 1513,CALLE,1513 ARAOZ,ARAOZ,1513,0,1095,0,POINT(103518.886724 104124.466997),0,Monday,0,0,2,3
5156,116,POLICIA FEDERAL 2015,JUNIO,40,01/06/2015,5:50:00 PM,VEHICULO - MOTO,COLISION,4327 AVDA TTEG COLECTORA LUIS J DELLEPIANE,"DELLEPIANE, LUIS, TTE. GRAL. 4327",CALLE,"4327 DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL.",4327,0,4102,0,POINT(99213.4237591 96609.7148394),0,Monday,0,0,0,2
5122,117,POLICIA FEDERAL 2015,JUNIO,49,01/06/2015,11:15:00 AM,VEHICULO - PEATON,ATROPELLO,ACCESO AVDA GRAL PAZ COLECTORA & AVDA DR RICARDO BALBIN,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AVENIDA,"PAZ, GRAL. AV. & BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV.",0,"BALBIN, RICARDO, DR. AV.",17041,4053,POINT(96666.3984375 108707.859375),0,Monday,0,0,0,4
