ID,POINT_X,POINT_Y
2409,-58.4871717,-34.57367201
2410,-58.45760218,-34.6299817
2411,-58.38578228,-34.62476274
2412,-58.49913976,-34.56476265
2413,,
2414,-58.39959442,-34.59210747
2415,-58.42525125,-34.60283203
2416,-58.48789857,-34.64479561
2417,-58.43534629,-34.61133319
2418,-58.48339262,-34.63429407
2419,-58.44323732,-34.58975385
2420,-58.42415614,-34.59149368
2421,-58.44352872,-34.59422851
2422,-58.50904083,-34.56999744
2423,-58.37543989,-34.59265622
2424,-58.37615697,-34.61275305
2425,-58.44904441,-34.5678538
2426,-58.49568018,-34.55529979
2427,-58.36725915,-34.61099847
2428,-58.47609636,-34.61810257
2429,-58.36921952,-34.6111735
2430,-58.4895057,-34.58420498
2431,-58.45589648,-34.61245115
2432,-58.36983029,-34.64594577
2433,-58.37884328,-34.61635914
2434,-58.44939808,-34.55914655
2435,-58.48681524,-34.66277883
2436,,
2437,,
2438,-58.4295307,-34.57648494
2439,-58.44177691,-34.65303574
2440,-58.46090677,-34.6465674
2441,,
2442,-58.39146166,-34.62141257
2443,-58.39133531,-34.62386036
2444,-58.46522587,-34.63042138
2445,-58.37626387,-34.61045185
2446,-58.38481617,-34.61100523
2447,-58.40184537,-34.62520119
2448,-58.37695502,-34.57999618
2449,-58.39560419,-34.60950206
2450,-58.42273197,-34.6123085
2451,-58.38195992,-34.62227776
2452,-58.44530066,-34.60780981
2453,-58.39573115,-34.58876954
2454,-58.38241129,-34.59544056
2455,-58.43876491,-34.59987437
2456,-58.51747554,-34.66198486
2457,-58.47609636,-34.61810257
2458,-58.36946778,-34.61477167
2459,-58.42686486,-34.59217911
2460,-58.41991411,-34.60971198
2461,-58.38189179,-34.62092947
2462,-58.49684829,-34.54880505
2463,-58.36852217,-34.62091221
2464,-58.35700569,-34.63833403
2465,-58.49695137,-34.62789066
2466,-58.44155196,-34.65861305
2467,-58.41254388,-34.62064231
2468,-58.41300861,-34.63131807
2469,-58.46743658,-34.54787075
2470,-58.48261899,-34.67675727
2471,-58.4962633,-34.63878783
2472,-58.38061493,-34.61976011
2473,-58.45201507,-34.60616726
2474,-58.40263232,-34.57822219
2475,-58.48952677,-34.59729656
2476,-58.38584557,-34.58658868
2477,-58.43531082,-34.59082188
2478,-58.50066096,-34.54973216
2479,-58.49754724,-34.64703597
2480,-58.5087772,-34.65670887
2481,-58.43678428,-34.58669766
2482,-58.48182147,-34.61091014
2483,-58.47661844,-34.61744671
2484,-58.39949286,-34.59413379
2485,-58.414583,-34.60937639
2486,-58.37318368,-34.61485485
2487,-58.37246061,-34.60314721
2488,-58.40888228,-34.61033545
2489,-58.37006377,-34.59724177
2490,-58.40447527,-34.6163965
2491,,
2492,-58.4579143,-34.56701929
2493,-58.44131316,-34.56618716
2494,,
2495,-58.40960927,-34.65074493
2496,-58.39925638,-34.60732254
2497,-58.45754785,-34.64046099
2498,-58.47456317,-34.69435989
2499,-58.39976016,-34.59812233
2500,-58.47560441,-34.59711817
2501,-58.37344859,-34.61024545
2502,-58.48398195,-34.68543073
2503,-58.38541691,-34.63282087
2504,-58.38099466,-34.6221508
2505,-58.4910425,-34.58288099
2506,-58.49289569,-34.58748858
2507,-58.46085341,-34.57749651
2508,-58.40861655,-34.57783674
2509,-58.46409148,-34.62410246
2510,-58.40664239,-34.6044131
2511,-58.4256446,-34.60270972
2512,-58.47241696,-34.6369875
2513,-58.41178059,-34.57186122
2514,-58.46551185,-34.59633866
2515,-58.46977818,-34.64967512
2516,-58.46690956,-34.63000963
2517,-58.41357219,-34.62514084
2518,-58.41231596,-34.5721726
2519,-58.39928983,-34.61430958
2520,-58.37981856,-34.62721457
2521,-58.49954343,-34.59828173
2522,-58.40690166,-34.62592673
2523,-58.42501496,-34.62922885
2524,-58.49594854,-34.57730346
2525,-58.40517769,-34.59723278
2526,-58.43165215,-34.58161528
2527,-58.41047015,-34.60793598
2528,-58.40160659,-34.59634136
2529,-58.46744542,-34.66057189
2530,-58.51666762,-34.58999545
2531,-58.42782921,-34.63415063
2532,-58.50383169,-34.64721712
2533,-58.39987215,-34.58681137
2534,-58.3898815,-34.64020548
2535,-58.39065387,-34.62732636
2536,-58.40545401,-34.62918455
2537,-58.41601062,-34.64346161
2538,-58.38099466,-34.6221508
2539,-58.50919442,-34.6042507
2540,-58.40402666,-34.58344259
2541,-58.41436947,-34.61553716
2542,-58.42484298,-34.59706186
2543,-58.50703112,-34.64733677
2544,-58.50311217,-34.66013626
2545,-58.47110441,-34.62742503
2546,-58.47211723,-34.62516544
2547,-58.40888228,-34.61033545
2548,-58.47294486,-34.65540668
2549,-58.4592754,-34.59667746
2550,-58.39928983,-34.61430958
2552,-58.38188969,-34.62788873
2553,-58.3759761,-34.61622023
2554,-58.46017845,-34.57547486
2555,-58.46056772,-34.61044678
2556,-58.45576913,-34.60251079
2557,-58.45474165,-34.56092399
2558,-58.44846926,-34.57966296
2559,-58.45333501,-34.60704902
2560,-58.41634233,-34.64969975
2561,-58.47609193,-34.5971291
2562,-58.42657182,-34.58458619
2563,-58.51598913,-34.65497475
2564,-58.42498745,-34.5745562
2565,-58.41231596,-34.5721726
2566,-58.41743053,-34.586077
2567,-58.49708587,-34.67364165
2568,-58.49587848,-34.54838776
2569,-58.50432733,-34.63396181
2570,-58.40611982,-34.60774382
2571,-58.49631087,-34.63466388
2572,-58.42331818,-34.59219915
2573,-58.48424187,-34.64099639
2574,-58.51374261,-34.60141152
2575,-58.42078233,-34.60190819
2576,-58.37139786,-34.63183425
2577,,
2578,-58.42340398,-34.57964243
2579,-58.39906297,-34.61744788
2580,-58.50164221,-34.67398352
2581,-58.42963384,-34.62741288
2582,-58.43453981,-34.62323389
2583,-58.49204251,-34.58577538
2584,-58.4342249,-34.59261224
2585,-58.41921045,-34.603433
2586,-58.45558233,-34.58717743
2587,-58.4660827,-34.60255959
2588,,
2589,-58.45403126,-34.625631
2590,-58.38665694,-34.6395356
2591,-58.40467094,-34.60876494
2592,-58.49367145,-34.62875777
2593,-58.5221965,-34.64144028
2594,-58.43351207,-34.62934492
2595,-58.39165496,-34.5986193
2596,-58.4059659,-34.61012074
2597,-58.45797341,-34.6371371
2598,-58.38274987,-34.62904945
2599,-58.42891431,-34.61071737
2600,-58.434528,-34.60410205
2601,-58.46967739,-34.66508777
2602,-58.37149041,-34.60897358
2603,-58.49335859,-34.65280889
2604,-58.3726695,-34.62432403
2605,-58.38204643,-34.59422682
2606,-58.46323971,-34.61733025
2607,-58.50894113,-34.64894689
2608,-58.52388244,-34.65589453
2609,-58.48077048,-34.58079194
2610,-58.41625079,-34.61572722
2611,-58.43707187,-34.58303996
2612,-58.40917398,-34.6562155
2613,-58.44134598,-34.66351181
2614,-58.37042316,-34.59636321
2615,-58.49097693,-34.65596392
2616,-58.38904973,-34.61007952
2617,-58.39969723,-34.63372644
2618,-58.44182327,-34.60066102
2619,-58.37600154,-34.63297843
2620,-58.42914896,-34.60716372
2621,-58.39898593,-34.60975109
2622,-58.38280841,-34.6221491
2623,-58.37418724,-34.59862259
2624,-58.48363146,-34.6214717
2625,-58.41021662,-34.61666599
2626,-58.47273465,-34.57718124
2627,-58.46518752,-34.63475306
2628,-58.4126391,-34.60259897
2629,-58.41526713,-34.60945891
2630,-58.42263176,-34.61353458
2631,-58.49546861,-34.56519735
2632,-58.38175454,-34.61313036
2633,-58.48632916,-34.59013531
2634,-58.40753284,-34.64931501
2635,-58.52256351,-34.63885283
2636,-58.39928983,-34.61430958
2637,-58.45517584,-34.58736495
2638,-58.51747554,-34.66198486
2639,-58.41509322,-34.62086052
2640,-58.36685504,-34.61457715
2641,-58.46118485,-34.64294544
2642,-58.47346188,-34.62217494
2643,-58.38582979,-34.62239128
2644,-58.51413518,-34.60978979
2645,-58.46496783,-34.60613461
2646,-58.48717454,-34.56082708
2647,-58.44671292,-34.59970946
2648,-58.35702967,-34.63252873
2649,-58.41648979,-34.64868882
2650,-58.50045021,-34.60677416
2651,-58.51481634,-34.62184787
2652,-58.46800179,-34.60088839
2653,-58.38121811,-34.61309225
2654,-58.41634233,-34.64969975
2655,-58.50278423,-34.60021951
2656,-58.52532642,-34.60465209
2657,-58.44074454,-34.57210622
2658,-58.4754877,-34.539369
2659,-58.44352872,-34.59422851
2660,-58.41969665,-34.58269769
2661,-58.39439613,-34.599674
2662,-58.43678428,-34.58669766
2663,-58.46270465,-34.60737299
2664,-58.40611982,-34.60774382
2665,-58.45298839,-34.59863206
2666,-58.38578228,-34.62476274
2667,-58.46255064,-34.56691747
2668,-58.43996864,-34.62307086
2669,-58.4790991,-34.63842824
2670,-58.46394128,-34.63322374
2671,-58.40515593,-34.603343
2672,-58.41597026,-34.61443986
2673,-58.40457431,-34.61004234
2674,-58.39747483,-34.61420622
2675,-58.41451404,-34.60401539
2676,-58.37266698,-34.59967624
2677,,
2678,-58.36850993,-34.62042996
2679,-58.49985679,-34.66534981
2680,-58.45042062,-34.58787086
2681,-58.42958143,-34.60881584
2682,-58.43055407,-34.59575429
2683,-58.38183189,-34.59159291
2684,-58.46462993,-34.55312415
2685,-58.37827905,-34.59890903
2686,-58.41753454,-34.62572534
2687,-58.50533989,-34.57214533
2688,-58.51666762,-34.58999545
2689,-58.4300595,-34.59430235
2690,-58.38252088,-34.59909028
2691,-58.44759858,-34.59170265
2692,-58.38896436,-34.61799728
2693,-58.43570136,-34.58607093
2694,-58.47707001,-34.61918387
2695,-58.47741714,-34.61644334
2696,-58.41036734,-34.6247714
2697,-58.4577147,-34.62179016
2698,-58.47187224,-34.55257951
2699,-58.47950744,-34.54338524
2700,-58.41341236,-34.60511907
2701,-58.44166249,-34.58150725
2702,-58.37383805,-34.59356841
2703,-58.45650537,-34.56049584
2704,-58.35662125,-34.63644463
2705,-58.49332358,-34.56375673
2706,-58.37371383,-34.60561561
2707,,
2708,,
2709,-58.41199033,-34.62650453
2710,-58.51402554,-34.64098757
2711,-58.49290886,-34.59706745
2712,-58.46251924,-34.64234165
2713,-58.42100938,-34.61148031
2714,-58.52013106,-34.60308044
2715,-58.42325896,-34.58541463
2716,-58.4737688,-34.61879487
2717,-58.4716583,-34.69415082
2718,-58.37178829,-34.63052103
2719,-58.40067605,-34.65621723
2720,-58.45906808,-34.62084299
2721,-58.41259885,-34.65111626
2722,-58.41406152,-34.65167938
2723,-58.46882478,-34.63227406
2724,-58.38244603,-34.60920181
2725,-58.39251144,-34.62571903
2726,-58.41450388,-34.63102458
2727,-58.44530066,-34.60780981
2728,-58.39985926,-34.58919449
2729,-58.43928538,-34.60560581
2730,-58.4365738,-34.66450732
2731,-58.48669902,-34.63844219
2732,-58.36955764,-34.61232985
2733,-58.48764897,-34.63521556
2734,-58.49679046,-34.6346934
2735,-58.44957304,-34.55469086
2736,-58.4429252,-34.62935209
2737,-58.3793886,-34.62839235
2738,-58.50770278,-34.58700404
2739,-58.48445349,-34.5640645
2740,-58.4854984,-34.56597129
2741,-58.42731727,-34.61818254
2742,-58.50573309,-34.62775855
2743,-58.46591479,-34.63910728
2744,-58.39078694,-34.60553306
2745,-58.43716573,-34.553283
2746,-58.47925492,-34.55247267
2747,-58.45367508,-34.64412841
2748,-58.4630231,-34.64410723
2749,-58.37875162,-34.64771272
2750,-58.42119678,-34.60440714
2751,-58.41022988,-34.59694842
2752,-58.48267533,-34.68454675
2753,-58.50829101,-34.60369082
2754,-58.47064622,-34.69844013
2755,-58.47316677,-34.6268533
2756,-58.41650969,-34.6209772
2757,-58.42917634,-34.59371898
2758,-58.44478567,-34.58451352
2759,-58.4990178,-34.55209972
2760,-58.47256336,-34.62417319
2761,-58.3992754,-34.62341841
2762,-58.45227872,-34.6106809
2763,-58.49296601,-34.54889749
2764,-58.36384623,-34.60041972
2765,-58.46129056,-34.68819594
2766,-58.43165215,-34.58161528
2767,-58.40371507,-34.65280893
2768,-58.41904393,-34.58935673
2769,-58.40879799,-34.61147045
2770,-58.47762968,-34.6702076
2771,-58.44985465,-34.55231551
2772,-58.51074527,-34.59956218
2773,-58.39707118,-34.62693448
2774,,
2775,-58.46844272,-34.63051417
2776,-58.46120697,-34.62841569
2777,-58.42868374,-34.57748551
2778,-58.38455925,-34.61447984
2779,-58.49043915,-34.6449378
2780,-58.42897888,-34.59602244
2781,-58.37917263,-34.61024088
2782,-58.46461557,-34.60334044
2783,-58.36986641,-34.61355879
2784,-58.45730966,-34.56235548
2785,-58.46533315,-34.69347603
2786,-58.3801509,-34.6468611
2787,-58.44928997,-34.60685765
2788,-58.42894206,-34.6160288
2789,-58.44726382,-34.62298595
2790,-58.43135917,-34.61603892
2791,-58.49884587,-34.5767286
2792,-58.47943809,-34.5851409
2793,-58.40174008,-34.57863046
2794,-58.42461082,-34.63630868
2795,-58.49653761,-34.65545749
2796,-58.38138286,-34.61079506
2797,-58.41325257,-34.59794874
2798,-58.38194049,-34.60908921
2799,-58.47992885,-34.64130321
2800,-58.4679608,-34.61726971
2801,-58.3744387,-34.61725311
2802,-58.48343636,-34.64949651
2803,-58.40341063,-34.5975387
2804,-58.44669218,-34.56040008
2805,-58.39215945,-34.62726358
2806,-58.42352988,-34.57679457
2807,-58.43970645,-34.55624962
2808,-58.47501588,-34.61945977
2809,-58.4042183,-34.61339644
2810,-58.44735258,-34.60191914
2811,-58.40530176,-34.62795436
2812,-58.38835277,-34.60895878
2813,-58.38625446,-34.60938503
2814,,
2815,-58.47121897,-34.62376349
2816,-58.42354894,-34.61781362
2817,-58.46720907,-34.53605308
2818,-58.36592462,-34.62851403
2819,-58.38811515,-34.5883577
2820,-58.47431935,-34.66140202
2821,-58.44297629,-34.63153828
2822,-58.4754877,-34.539369
2823,-58.47707001,-34.61918387
2824,-58.50535704,-34.62902129
2825,-58.52012245,-34.61779591
2826,-58.45263021,-34.65755627
2827,-58.48942587,-34.63564491
2828,-58.36782033,-34.61345702
2829,-58.45842689,-34.57151882
2830,-58.49176269,-34.65663305
2831,-58.46441975,-34.60724571
2832,-58.4754877,-34.539369
2833,-58.40987255,-34.61399496
2834,-58.4141724,-34.6021261
2835,-58.42141292,-34.60726783
2836,-58.38441961,-34.62506178
2837,-58.43639094,-34.58686446
2838,-58.39446588,-34.62283424
2839,-58.51770356,-34.61971671
2840,-58.46690136,-34.6022501
2841,-58.46485245,-34.59413184
2842,-58.36650143,-34.61871088
2843,-58.36736969,-34.62763807
2844,-58.36955764,-34.61232985
2845,-58.39928983,-34.61430958
2846,-58.49965693,-34.57609678
2847,-58.50419594,-34.57280518
2848,-58.37591137,-34.61735367
2849,-58.40165378,-34.58200616
2850,-58.40950321,-34.58953197
2851,-58.42525245,-34.5786635
2852,-58.4699418,-34.67226026
2853,-58.3989629,-34.61853892
2854,-58.38587427,-34.61784903
2855,-58.378773,-34.61754822
2856,-58.50720152,-34.65556365
2857,-58.45649403,-34.59750154
2858,-58.3958784,-34.59870359
2859,-58.39625798,-34.63036704
2860,-58.40603839,-34.58130647
2861,-58.52262866,-34.59885668
2862,-58.39066245,-34.63152989
2863,-58.52684948,-34.63531512
2864,-58.52855367,-34.61150698
2865,-58.43004128,-34.58187966
2866,-58.49892463,-34.59439979
2867,-58.40080722,-34.58435706
2868,-58.38149497,-34.62415365
2869,-58.39261257,-34.65405489
2870,-58.40204275,-34.60625928
2871,-58.49078171,-34.65226323
2872,-58.44521604,-34.65749164
2873,-58.39307092,-34.65146469
2874,-58.48340372,-34.57606238
2875,-58.45871209,-34.62757652
2876,-58.454787,-34.56753619
2877,-58.44851579,-34.61702653
2878,-58.42656482,-34.5979158
2879,-58.41307154,-34.630673
2880,-58.36955764,-34.61232985
2881,-58.38223024,-34.62694003
2882,-58.38321625,-34.61323386
2883,-58.39467203,-34.61403687
2884,-58.48081767,-34.62204153
2885,-58.36904999,-34.64088369
2886,-58.46551987,-34.6296517
2887,-58.47086224,-34.66526311
2888,-58.40581703,-34.61609434
2889,-58.3759761,-34.61622023
2890,-58.46318156,-34.54158382
2891,-58.50410136,-34.56717483
2892,-58.50025564,-34.64226108
2893,-58.43063274,-34.58065014
2894,-58.50428748,-34.65123758
2895,-58.4881199,-34.55948006
2896,-58.40613674,-34.61771747
2897,-58.45214985,-34.56078027
2898,-58.46708289,-34.59328934
2899,,
2900,-58.36904999,-34.64088369
2901,-58.37394115,-34.60862209
2902,-58.45239312,-34.63530659
2903,,
2904,-58.4853147,-34.63475339
2905,-58.51999471,-34.60855648
2906,-58.50317626,-34.58677739
2907,-58.46210854,-34.60356256
2908,-58.41951027,-34.60332012
2909,-58.36792114,-34.60517426
2910,-58.48182147,-34.61091014
2911,-58.47087102,-34.58264308
2912,,
2913,-58.4081015,-34.63209762
2914,-58.40917578,-34.62126385
2915,-58.45276614,-34.5833308
2916,-58.46675989,-34.53592442
2917,-58.51109973,-34.63095344
2918,,
2919,-58.38409393,-34.59808056
2920,-58.43331014,-34.5655362
2921,-58.40654318,-34.6136329
2922,-58.46697481,-34.54326294
2923,-58.40264735,-34.62762181
2924,-58.45585606,-34.63679896
2925,-58.45430078,-34.59812399
2926,-58.44553768,-34.66176609
2927,-58.42889604,-34.59341848
2928,-58.44432895,-34.68477585
2929,-58.47194945,-34.61366802
2930,-58.52695864,-34.61551151
2931,-58.43835134,-34.59661479
2932,-58.42559604,-34.61921707
2933,-58.42619991,-34.58871462
2934,-58.37010388,-34.60669448
2935,-58.38114574,-34.60904
2936,-58.44656373,-34.6061961
2937,-58.44099333,-34.61395024
2938,-58.46680695,-34.5358416
2939,-58.43782868,-34.61457286
2940,-58.44851793,-34.63801266
2941,-58.48276524,-34.56586085
2942,-58.35881038,-34.61113754
2943,-58.43115433,-34.6008812
2944,-58.51140499,-34.65846565
2945,-58.45087604,-34.59930878
2946,-58.52692073,-34.63468295
2947,-58.52012245,-34.61779591
2948,-58.36929791,-34.61838502
2949,-58.39628663,-34.60948393
2950,-58.36974871,-34.62175929
2951,-58.41275789,-34.58932299
2952,-58.46603442,-34.55162731
2953,-58.45903551,-34.56722741
2954,-58.46130201,-34.56476315
2955,-58.43319011,-34.58149624
2956,-58.42461205,-34.60815111
2957,-58.4485824,-34.58756601
2958,-58.36776113,-34.63896086
2959,-58.40378233,-34.65257813
2960,-58.38161524,-34.59283507
2961,-58.51839504,-34.60876626
2962,,
2963,-58.49539044,-34.677507
2964,-58.38330263,-34.61141222
2965,-58.40072202,-34.60615354
2966,-58.51608074,-34.66055079
2967,-58.5247701,-34.64280101
2968,-58.43124305,-34.58293082
2969,-58.40541786,-34.61330267
2970,-58.4443998,-34.58319179
2971,-58.40814797,-34.59806896
2972,-58.47700512,-34.65626426
2973,-58.45396487,-34.58518174
2974,-58.43901384,-34.61943584
2975,-58.47974728,-34.59927628
2976,-58.40647089,-34.61134919
2977,-58.37065818,-34.62949376
2978,-58.47791007,-34.55595519
2979,-58.45939297,-34.6170966
2980,-58.36805931,-34.62407222
2981,-58.37453338,-34.61608828
2982,-58.40166357,-34.6215711
2983,-58.42670237,-34.63854565
2984,-58.45800529,-34.59706918
2985,-58.3697039,-34.60927675
2986,-58.39086631,-34.61032363
2987,-58.39215426,-34.61378515
2988,-58.37031185,-34.6111851
2989,-58.42703029,-34.59375187
2990,-58.46345015,-34.64060862
2991,-58.43092006,-34.63288773
2992,-58.38090542,-34.58927783
2993,-58.3718469,-34.59762191
2994,-58.46010216,-34.57829554
2995,-58.46026892,-34.56610331
2996,-58.52733212,-34.60889466
2997,-58.50999795,-34.57765757
2998,-58.44416726,-34.6069229
2999,-58.44999727,-34.68004501
3000,-58.44432895,-34.68477585
3001,-58.46875503,-34.64838619
3002,-58.37351528,-34.60793689
3003,-58.45849918,-34.61590048
3004,-58.41914387,-34.59156193
3005,-58.47603649,-34.62621504
3006,,
3007,-58.47002487,-34.53695615
3008,-58.42123275,-34.58332535
3009,-58.41863254,-34.59418806
3010,-58.42742232,-34.57774207
3011,-58.43221042,-34.59949571
3012,-58.44046821,-34.60398973
3013,-58.43440951,-34.56488833
3014,-58.41475121,-34.62437192
3015,-58.42799568,-34.58178719
3016,-58.4451017,-34.63202624
3017,-58.50370447,-34.64342556
3018,-58.43312948,-34.58815549
3019,-58.42914896,-34.60716372
3020,-58.45367508,-34.64412841
3021,-58.46522041,-34.68369494
3022,-58.52695864,-34.61551151
3023,,
3024,-58.4292525,-34.61510565
3025,-58.49404793,-34.67333999
3026,-58.45482808,-34.58423063
3027,-58.36831112,-34.62168762
3028,-58.46856803,-34.60076457
3029,-58.43292457,-34.60874905
3030,-58.3690724,-34.59935409
3031,-58.39162267,-34.62022457
3032,-58.45847395,-34.60449182
3033,-58.52692073,-34.63468295
3034,-58.43570136,-34.58607093
3035,-58.52012245,-34.61779591
3036,-58.46120697,-34.62841569
3037,-58.46494576,-34.60284308
3038,-58.35807716,-34.61716228
3039,-58.40769316,-34.62728108
3040,-58.45380391,-34.61337582
3041,-58.45245119,-34.5962765
3042,-58.37764603,-34.61165533
3043,-58.38748497,-34.61237851
3044,-58.35397238,-34.63432521
3045,-58.43374896,-34.61084003
3046,-58.45135116,-34.64418583
3047,-58.48992098,-34.56824971
3048,,
3049,-58.44671292,-34.59970946
3050,-58.43804487,-34.63108302
3051,-58.38167839,-34.61427126
3052,-58.5247701,-34.64280101
3053,,
3054,-58.43531082,-34.59082188
3055,-58.42693404,-34.63260975
3056,,
3057,-58.48412062,-34.68532799
3058,-58.47229507,-34.67436536
3059,-58.50932275,-34.65887344
3060,-58.43097445,-34.57779178
3061,-58.38235528,-34.62566664
3062,-58.37416325,-34.62194356
3063,-58.52275447,-34.65544311
3064,-58.4785951,-34.60357765
3065,-58.50603858,-34.60236658
3066,-58.38584557,-34.58658868
3067,-58.40440812,-34.63698567
3068,-58.41154227,-34.58807328
3069,-58.39737044,-34.59555963
3070,-58.37271387,-34.59532827
3071,-58.4520523,-34.60012042
3072,-58.38061493,-34.61976011
3073,-58.38095594,-34.60403654
3074,-58.4103445,-34.60403022
3075,-58.45475394,-34.54889235
3076,-58.47016241,-34.66466891
3077,-58.41789511,-34.56658259
3078,-58.46675989,-34.53592442
3079,-58.44927116,-34.54048533
3080,-58.38301407,-34.61773445
3081,-58.38865083,-34.62256
3082,-58.42005246,-34.58234652
3083,-58.42543686,-34.58195369
3084,-58.4909076,-34.58507287
3085,-58.40887546,-34.62460074
3086,-58.38564933,-34.59697143
3087,-58.36370222,-34.64213724
3088,,
3089,-58.45231365,-34.64342356
3090,-58.43856525,-34.64057653
3091,-58.44612574,-34.56866834
3092,-58.49162075,-34.56362937
3093,-58.44222135,-34.60649949
3094,-58.39821885,-34.60458035
3095,,
3096,-58.3898815,-34.64020548
3097,-58.38384366,-34.58767844
3098,-58.49698873,-34.6710171
3099,-58.40781201,-34.60425743
3100,-58.4256446,-34.60270972
3101,-58.46680735,-34.61686697
3102,-58.48288194,-34.63897973
3103,-58.40320602,-34.61981442
3104,-58.37083425,-34.60757236
3105,-58.398998,-34.57004232
3106,-58.38865083,-34.62256
3107,-58.51708338,-34.64044918
3108,-58.46885615,-34.61848106
3109,-58.38678297,-34.6270198
3110,-58.40757216,-34.62087454
3111,-58.50526558,-34.5770295
3112,-58.51696169,-34.62800383
3113,-58.50846676,-34.59983623
3114,-58.37041687,-34.62938016
3115,,
3116,-58.40144742,-34.6132667
3117,-58.39552585,-34.62678743
3118,-58.42675517,-34.60009488
3119,-58.41740062,-34.64633709
3120,-58.39245737,-34.60563248
3121,-58.41161986,-34.59625588
3122,-58.37345938,-34.63096202
3123,-58.41166222,-34.63951348
3124,-58.39307954,-34.62121872
3125,-58.44421613,-34.64291852
3126,-58.4568211,-34.59928768
3127,-58.44736839,-34.66335604
3128,-58.36681425,-34.61390904
3129,-58.42716755,-34.62563151
3130,-58.42716308,-34.62468683
3131,-58.41260647,-34.59187331
3132,-58.40487222,-34.57655025
3133,-58.40372152,-34.59845509
3134,-58.47876056,-34.62024025
3135,-58.47068079,-34.64857329
3136,-58.5127521,-34.623434
3137,-58.46551987,-34.6296517
3138,-58.45776573,-34.61750607
3139,-58.48686224,-34.63037647
3140,-58.51065913,-34.59012405
3141,-58.37095337,-34.59838599
3142,-58.42437836,-34.57929173
3143,-58.37354534,-34.63773983
3144,-58.40775982,-34.60111066
3145,-58.37981856,-34.62721457
3146,-58.47234921,-34.67955591
3147,-58.39875643,-34.62716869
3148,-58.39552585,-34.62678743
3149,,
3150,-58.4492011,-34.54269325
3151,-58.49155004,-34.64406808
3152,-58.39446588,-34.62283424
3153,-58.45900461,-34.63048045
3154,-58.52676185,-34.63661075
3155,-58.48676207,-34.55404133
3156,-58.48049281,-34.58602404
3157,-58.37355863,-34.60885203
3158,-58.37738144,-34.61292124
3159,-58.43131089,-34.65035715
3160,-58.42112366,-34.64485527
3161,-58.49684829,-34.54880505
3162,-58.37126578,-34.5988574
3163,-58.40042121,-34.62356295
3164,-58.40378088,-34.63679442
3165,-58.50586429,-34.57175825
3166,-58.36825975,-34.62096391
3167,-58.42783216,-34.64836462
3168,-58.43131089,-34.65035715
3169,-58.51747554,-34.66198486
3170,-58.3686822,-34.61700636
3171,-58.47460451,-34.63206278
3172,-58.52510064,-34.63905016
3173,-58.38059341,-34.61073083
3174,,
3175,-58.37573541,-34.62083071
3176,-58.44807396,-34.58432191
3177,-58.37513662,-34.64442239
3178,-58.49109567,-34.62701101
3179,-58.40650685,-34.59700254
3180,-58.52779887,-34.61966029
3181,-58.40577718,-34.61154536
3182,-58.43664416,-34.56356034
3183,-58.47263126,-34.64351811
3184,-58.48660766,-34.62621772
3185,-58.40481922,-34.61013593
3186,-58.40457431,-34.61004234
3187,-58.49530514,-34.62078094
3188,-58.43734569,-34.5770369
3189,-58.50421465,-34.66344295
3190,-58.43178368,-34.6301779
3191,-58.38618812,-34.60522719
3192,-58.48379309,-34.57521637
3193,-58.43929629,-34.56300842
3194,-58.52757568,-34.63508108
3195,-58.37056608,-34.60446929
3196,-58.37384975,-34.60323288
3197,,
3198,-58.44633237,-34.57243246
3199,,
3200,-58.40632387,-34.57916146
3201,-58.36847137,-34.62051371
3202,-58.44659648,-34.59634341
3203,-58.39581637,-34.59970338
3204,-58.38513265,-34.60391158
3205,-58.45396487,-34.58518174
3206,-58.4059659,-34.61012074
3207,-58.50535704,-34.62902129
3208,-58.40551632,-34.61017455
3209,-58.40858564,-34.62734535
3210,-58.43191349,-34.59796888
3211,-58.42690251,-34.57843173
3212,-58.45370055,-34.62094693
3213,-58.38003381,-34.5941111
3214,-58.39971763,-34.6022221
3215,-58.5153255,-34.65432854
3216,-58.38208893,-34.5990702
3217,-58.4902217,-34.62770278
3218,-58.51698389,-34.59404216
3219,-58.38429999,-34.59559249
3220,-58.44510324,-34.58560143
3221,-58.40510645,-34.59334189
3222,-58.4941211,-34.60292934
3223,-58.45685444,-34.56356599
3224,-58.49800469,-34.59536196
3225,-58.4310409,-34.58108186
3226,-58.45095412,-34.55308108
3227,-58.44873926,-34.55165444
3228,-58.4819693,-34.60850742
3229,-58.4492176,-34.6472507
3230,-58.45757229,-34.62182895
3231,-58.47505535,-34.57871084
3232,-58.45368157,-34.62638451
3233,-58.40169546,-34.61125002
3234,-58.37019078,-34.60188028
3235,-58.48398195,-34.68543073
3236,-58.43259734,-34.63432989
3237,,
3238,-58.4110443,-34.58829656
3239,-58.47157569,-34.62636954
3240,-58.41114997,-34.61534281
3241,-58.42177755,-34.59773491
3242,-58.39535047,-34.58359221
3243,-58.47992885,-34.64130321
3244,-58.51049723,-34.65789254
3245,-58.47517354,-34.61703066
3246,-58.52933974,-34.61098214
3247,-58.39801868,-34.58789953
3248,-58.40679776,-34.61026017
3249,-58.38929316,-34.62904575
3250,-58.47655844,-34.6731033
3251,-58.4424214,-34.6311939
3252,-58.41343536,-34.61261443
3253,-58.46284988,-34.61016358
3254,-58.42078233,-34.60190819
