ID,ACUSADO,TIPO_VEHICULO_ACUSADO,MARCA_VEHICULO_ACUSADO,MODELO_VEHICULO_ACUSADO,COLECTIVO_ACUSADO,INTERNO_ACUSADO,SEXO_ACUSADO,EDAD_ACUSADO,repetido
1123,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CRUZE,,,Femenino,25,
1124,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,19,
1124,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,VECTRA,,,Masculino,37,
1125,CONDUCTOR,AUTO PARTICULAR,FIAT,DUCATO,,,Masculino,30,
1126,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,18,
1127,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,23,
1127,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,67,
1128,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Femenino,999,
1129,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 39,INT 84,Masculino,31,
1130,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,66,
1131,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,FOCUS,,,Masculino,30,
1132,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,54,
1133,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 42,NO HAY DATOS,Masculino,25,
1134,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),SUZUKI,FUN,,,Femenino,72,
1135,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,27,
1135,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,27,1
1136,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
1137,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 106,NO HAY DATOS,Masculino,30,
1138,CONDUCTOR,CAMION,IVECO,DAILY,,,Masculino,34,
1139,CONDUCTOR,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1140,CONDUCTOR,UTILITARIO,FIAT,FIORINO,,,Masculino,27,
1141,CONDUCTOR,AUTO PARTICULAR,FIAT,SPAZIO,,,Masculino,61,
1142,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 111,INT 35,Masculino,45,
1143,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 65,INT 55,Masculino,50,
1144,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,29,
1145,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,67,
1146,CONDUCTOR,AUTO PARTICULAR,FIAT,FIORINO,,,Masculino,50,
1147,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,65,
1148,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,70,
1149,CONDUCTOR,UTILITARIO,PEUGEOT,PARTNER,,,Masculino,999,
1150,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Femenino,49,
1151,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,71,
1152,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,45,
1153,CONDUCTOR,CAMIONETA,HYUNDAI,SANTA FE,,,No hay datos,999,
1154,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 135,NO HAY DATOS,Masculino,34,
1155,CONDUCTOR,AUTO PARTICULAR,FORD,MONDEO,,,Masculino,61,
1156,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,39,
1157,CONDUCTOR,TAXI/REMIS,CITROEN,BERLINGO,,,Masculino,60,
1158,CONDUCTOR,CAMION,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1159,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,32,
1160,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,46,
1161,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,205,,,Masculino,23,
1162,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,CROSSFOX,,,Masculino,40,
1163,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),SUZUKI,FUN,,,Masculino,40,
1164,CONDUCTOR,MOTO,HONDA,CG  150 TITAN,,,Masculino,27,
1165,CONDUCTOR,MOTO,YAMAHA,FZ 160,,,Masculino,25,
1165,CONDUCTOR,MOTO,SUZUKI,AX  100,,,Masculino,18,
1166,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,40,
1167,CONDUCTOR,CAMIONETA,MERCEDES BENZ,NO HAY DATOS,,,Masculino,23,
1168,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Masculino,57,
1168,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Femenino,65,
1168,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,50,
1169,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,46,
1170,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,ESCORT,,,Masculino,57,
1171,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Femenino,36,
1172,CONDUCTOR,AUTO PARTICULAR,FORD,MONDEO,,,Masculino,71,
1172,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 42,INT 14,Masculino,25,
1173,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,43,
1174,NO HAY DATOS,SIN DATOS,,,,,No hay datos,999,
1175,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,65,
1176,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,VECTRA,,,Masculino,30,
1177,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,
1178,CONDUCTOR,MOTO,SUZUKI,125,,,Masculino,39,
1179,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,56,
1180,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,
1180,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,1
1180,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,1
1180,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,1
1181,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 34,INT 21,Masculino,27,
1182,CONDUCTOR,BICICLETA,TOYOTA,HILUX,,,Masculino,65,
1183,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,22,
1184,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),MERCEDES BENZ,NO HAY DATOS,,,Femenino,64,
1185,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,41,
1186,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,40,
1187,CONDUCTOR,CAMION,FORD,CARGO,,,Masculino,18,
1187,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,NO HAY DATOS,,,Masculino,37,
1188,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,22,
1189,CONDUCTOR,AUTO PARTICULAR,FIAT,FIORINO,,,Masculino,53,
1190,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 47,NO HAY DATOS,Masculino,25,
1191,CONDUCTOR,CAMIONETA,TOYOTA,HILUX,,,Masculino,54,
1192,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Masculino,40,
1193,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,32,
1194,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,35,
1195,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,28,
1196,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,CHEVROLET,CORSA,,,Masculino,35,
1197,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,54,
1198,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,33,
1199,PEATON,MOTO,HONDA,WAVE,,,Masculino,18,
1200,CONDUCTOR,MOTO,JIANSHE,NO HAY DATOS,,,Masculino,30,
1201,CONDUCTOR,CAMION,MERCEDES BENZ,1114,,,Masculino,54,
1202,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 76,NO HAY DATOS,Masculino,25,
1203,CONDUCTOR,AUTO PARTICULAR,AUDI,A3,,,Masculino,22,
1204,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL,,,Masculino,25,
1205,CONDUCTOR,MOTO,MONDIAL,125,,,Masculino,26,
1205,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,TAUNUS,,,Masculino,62,
1206,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 65,INT 145,Masculino,43,
1207,CONDUCTOR,CAMIONETA,RENAULT,TRAFFIC,,,Masculino,999,
1208,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Femenino,47,
1209,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,NO HAY DATOS,,,Masculino,999,
1210,CONDUCTOR,TAXI/REMIS,FORD,FIESTA,,,Masculino,57,
1211,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,45,
1212,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,44,
1213,CONDUCTOR,CAMIONETA,CHEVROLET,SILVERADO,,,Masculino,29,
1214,CONDUCTOR,TAXI/REMIS,CHEVROLET,AVEO,,,Masculino,999,
1214,CONDUCTOR,TAXI/REMIS,CHEVROLET,AVEO,,,Masculino,25,
1215,CONDUCTOR,CAMIONETA,FORD,RANGER,,,Masculino,39,
1216,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,SIENA,,,Masculino,44,
1217,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),AUDI,A4,,,Masculino,35,
1218,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,31,
1219,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,VOYAGE,,,Masculino,44,
1220,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,76,
1221,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,45,
1222,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Femenino,54,
1223,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,29,
1224,CONDUCTOR,AUTO PARTICULAR,RENAULT,FLUENCE,,,Masculino,999,
1225,PASAJERO/ACOMPAÑANTE,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,1500,,,Masculino,69,
1226,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,37,
1227,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Masculino,21,
1228,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,NO HAY DATOS,,,Masculino,30,
1228,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,NO HAY DATOS,,,Masculino,30,1
1229,CONDUCTOR,AUTO PARTICULAR,RENAULT,9,,,Masculino,57,
1229,CONDUCTOR,AUTO PARTICULAR,RENAULT,9,,,Masculino,57,1
1230,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,70,
1231,CONDUCTOR,TAXI/REMIS,FIAT,PALIO,,,Masculino,32,
1231,PASAJERO/ACOMPAÑANTE,TAXI/REMIS,FIAT,PALIO,,,Femenino,25,
1231,CONDUCTOR,VEHICULO RURAL,FORD,ECO SPORT,,,Masculino,25,
1231,PASAJERO/ACOMPAÑANTE,TAXI/REMIS,FIAT,PALIO,,,Femenino,25,1
1232,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,65,
1233,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,28,
1233,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,26,
1234,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,41,
1234,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,41,1
1235,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL TREND,,,Femenino,33,
1236,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CLASICC,,,Masculino,50,
1237,CONDUCTOR,CAMION,SIN DATOS,NO HAY DATOS,,,Masculino,31,
1238,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Femenino,22,
1238,CONDUCTOR,CAMION,VOLKSWAGEN,NO HAY DATOS,,,Masculino,36,
1239,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,40,
1240,CONDUCTOR,MOTO,YAMAHA,Y 125,,,Masculino,999,
1241,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,59,
1242,CONDUCTOR,AUTO PARTICULAR,DODGE,JOURNEY,,,Masculino,51,
1243,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,999,
1244,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CITROEN,C4,,,Masculino,49,
1245,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,62,
1246,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 101,NO HAY DATOS,Masculino,25,
1247,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,46,
1248,CONDUCTOR,AUTO PARTICULAR,KIA,2700,,,Masculino,51,
1249,CONDUCTOR,CAMION,DODGE,NO HAY DATOS,,,Masculino,999,
1250,CONDUCTOR,CAMION,MERCEDES BENZ,1418,,,Masculino,30,
1251,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,30,
1252,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,39,
1252,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,31,
1253,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,26,
1254,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Femenino,56,
1255,CONDUCTOR,AUTO PARTICULAR,FIAT,TIPO,,,Masculino,19,
1256,CONDUCTOR,AUTO PARTICULAR,LAND ROVER,NO HAY DATOS,,,Femenino,57,
1257,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Femenino,18,
1258,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),HONDA WAVE,BORA,,,Masculino,52,
1259,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,22,
1260,CONDUCTOR,TAXI/REMIS,RENAULT,FLUENCE,,,Masculino,44,
1261,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,37,
1262,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1263,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,56,
1264,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,58,
1265,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,44,
1265,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,22,
1266,CONDUCTOR,CAMIONETA,MERCEDES BENZ,SPRINTER,,,Masculino,34,
1267,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1268,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Masculino,36,
1269,CONDUCTOR,MOTO,HONDA,CBX 250,,,Masculino,28,
1270,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,46,
1271,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,37,
1272,CONDUCTOR,AUTO PARTICULAR,FIAT,TIPO,,,Masculino,19,
1273,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 166,NO HAY DATOS,Masculino,44,
1274,CONDUCTOR,MOTO,HONDA,150,,,Masculino,45,
1275,CONDUCTOR,AUTO PARTICULAR,FORD,TAUNUS,,,Masculino,55,
1276,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1277,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,34,
1278,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,35,
1278,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,23,
1279,CONDUCTOR,AUTO PARTICULAR,HONDA,ACCORD,,,Femenino,49,
1280,CONDUCTOR,CAMIONETA,VOLKSWAGEN,AMAROK,,,Masculino,41,
1281,CONDUCTOR,MOTO,SUZUKI,GN 125,,,Masculino,60,
1282,PASAJERO/ACOMPAÑANTE,MOTO,HONDA,CB 250,,,Masculino,24,
1283,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,26,
1283,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,26,1
1284,CONDUCTOR,MOTO,CORVEN,RX 150,,,Masculino,23,
1284,CONDUCTOR,MOTO,CORVEN,RX 150,,,Masculino,23,1
1285,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,23,
1286,CONDUCTOR,MOTO,HONDA,POP 100,,,Masculino,28,
1287,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Femenino,41,
1287,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Femenino,41,1
1288,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 130,NO HAY DATOS,Masculino,36,
1289,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,31,
1290,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Femenino,61,
1291,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,63,
1292,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,999,
1293,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,64,
1294,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,DUCATO,,,Masculino,56,
1295,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,71,
1295,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 28,INT 60,Masculino,41,
1296,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 12,INT 43,Masculino,37,
1297,CONDUCTOR,AUTO PARTICULAR,CITROEN,S4,,,Masculino,56,
1298,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Masculino,34,
1299,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 21,INT 2221,Masculino,28,
1300,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,405,,,Masculino,63,
1301,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Masculino,37,
1302,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,27,
1303,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,37,
1304,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Femenino,18,
1305,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Masculino,999,
1306,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1307,CONDUCTOR,BICICLETA,CHEVROLET,TRACKER,,,Masculino,44,
1308,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,22,
1309,CONDUCTOR,AUTO PARTICULAR,SUZUKI,FUN,,,Femenino,40,
1309,CONDUCTOR,AUTO PARTICULAR,SUZUKI,FUN,,,Femenino,40,1
1310,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,45,
1311,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,RANGER,,,Masculino,39,
1312,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Masculino,60,
1313,CONDUCTOR,AUTO PARTICULAR,FIAT,FIORINO,,,Masculino,24,
1314,CONDUCTOR,MOTO,MOTOMEL,CUSTOM,,,Femenino,38,
1315,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,47,
1316,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,63,
1317,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Femenino,999,
1318,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Masculino,49,
1319,CONDUCTOR,CAMION,MERCEDES BENZ,1114,,,Masculino,42,
1320,CONDUCTOR,MOTO,MOTOMEL,110,,,Masculino,34,
1321,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 101,INT 413,Masculino,33,
1322,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,77,
1323,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,67,
1324,CONDUCTOR,CAMIONETA,TOYOTA,HILUX,,,Masculino,999,
1325,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,NO HAY DATOS,,,Masculino,999,
1326,CONDUCTOR,TAXI/REMIS,RENAULT,DUSTER,,,Masculino,55,
1327,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 55,INT 65,Masculino,54,
1328,CONDUCTOR,AUTO PARTICULAR,AUDI,A4,,,Femenino,38,
1329,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,MEGANE,,,Masculino,43,
1330,CONDUCTOR,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Femenino,999,
1331,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,68,
1332,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,25,
1333,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,PASSAT,,,Masculino,35,
1334,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,38,
1335,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,999,
1336,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,30,
1337,CONDUCTOR,AUTO PARTICULAR,RENAULT,11,,,Masculino,55,
1338,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,SANDERO,,,Masculino,46,
1338,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,ONIX,,,Masculino,27,
1338,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,SANDERO,,,Masculino,46,1
1339,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,54,
1339,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,54,1
1340,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,18,
1341,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,21,
1342,CONDUCTOR,TAXI/REMIS,CHEVROLET,MERIVA,,,Masculino,19,
1343,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,57,
1343,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,31,
1344,CONDUCTOR,MOTO,JIANSHE,125 CC,,,Masculino,30,
1344,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,30,
1345,CONDUCTOR,CAMION,MERCEDES BENZ,1114,,,Masculino,75,
1346,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1347,CONDUCTOR,AUTO PARTICULAR,FORD,ECO 70,,,Masculino,27,
1348,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,49,
1349,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),PEUGEOT,307,,,Masculino,19,
1349,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,MEGANE,,,Masculino,43,
1350,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,FOCUS,,,Masculino,39,
1351,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,UNO,,,Masculino,40,
1352,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1353,CONDUCTOR,AUTO PARTICULAR,AUDI,A3,,,Masculino,55,
1354,PASAJERO/ACOMPAÑANTE,TAXI/REMIS,VOLKSWAGEN,GOL,,,Femenino,30,
1354,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,GOL,,,Masculino,76,
1354,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,46,
1355,CONDUCTOR,CAMION,MERCEDES BENZ,FRONTIER,,,Masculino,999,
1356,CONDUCTOR,AUTO PARTICULAR,FIAT,FIORINO,,,Masculino,999,
1357,CONDUCTOR,AUTO PARTICULAR,TOYOTA,ETIOS,,,Masculino,32,
1358,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,21,
1359,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 111,INT 28,Masculino,39,
1360,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,40,
1361,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,MEGANE,,,Masculino,52,
1362,CONDUCTOR,MOTO,KYMCO,110,,,Masculino,37,
1363,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,44,
1364,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,19,
1365,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,63,
1366,CONDUCTOR,UTILITARIO,FORD,ECO SPORT,,,Masculino,30,
1367,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,28,
1367,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,41,
1368,CONDUCTOR,SIN DATOS,,,,,Masculino,57,
1369,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,51,
1369,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,26,
1370,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 130,INT 470,Masculino,52,
1371,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,33,
1371,CONDUCTOR,AUTO PARTICULAR,HYUNDAI,ATOS,,,Masculino,27,
1372,CONDUCTOR,CAMION,MERCEDES BENZ,1517,,,Masculino,56,
1373,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,63,
1374,CONDUCTOR,CAMION,MERCEDES BENZ,1114,,,Masculino,49,
1374,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 185,INT 520,Masculino,45,
1375,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,29,
1376,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,PASSAT,,,Masculino,70,
1377,CONDUCTOR,CAMIONETA,VOLKSWAGEN,AMAROK,,,Masculino,61,
