ID,ACUSADO,TIPO_VEHICULO_ACUSADO,MARCA_VEHICULO_ACUSADO,MODELO_VEHICULO_ACUSADO,COLECTIVO_ACUSADO,INTERNO_ACUSADO,SEXO_ACUSADO,EDAD_ACUSADO,repetido
7173,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,59,
7174,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 150,NO HAY DATOS,Masculino,29,
7175,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 143,NO HAY DATOS,Masculino,29,
7176,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Femenino,41,
7177,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,50,
7178,CONDUCTOR,CAMIONETA,CHEVROLET,COMBO,,,Masculino,82,
7179,CONDUCTOR,CAMION,MERCEDES BENZ,1114,,,Masculino,36,
7180,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,VENTO,,,Masculino,999,
7181,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,605,,,Masculino,51,
7182,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Femenino,42,
7183,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,44,
7184,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,35,
7185,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,58,
7186,CONDUCTOR,UTILITARIO,VOLKSWAGEN,AMAROK,,,Masculino,43,
7187,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,60,
7188,CONDUCTOR,AUTO PARTICULAR,CHERY,QQ,,,Masculino,60,
7189,CONDUCTOR,TAXI/REMIS,CHEVROLET,MERIVA,,,Masculino,38,
7190,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,58,
7191,CONDUCTOR,CAMIONETA,RENAULT,KANGOO,,,Masculino,43,
7192,CONDUCTOR,MOTO,HONDA,CR 250,,,Masculino,40,
7193,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,44,
7194,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,26,
7195,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,40,
7196,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 53,NO HAY DATOS,Masculino,59,
7196,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,34,
7197,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 24,INT 4908,Masculino,33,
7198,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,25,
7198,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,25,1
7199,CONDUCTOR,AUTO PARTICULAR,FIAT,DUNA,,,Masculino,33,
7200,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,208,,,Masculino,50,
7201,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,48,
7202,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,66,
7203,CONDUCTOR,CAMIONETA,FORD,F 600,,,Masculino,30,
7204,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,2017,,,Femenino,46,
7205,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Femenino,48,
7206,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,21,
7207,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Femenino,31,
7208,CONDUCTOR,AUTO PARTICULAR,FORD,F 100,,,Masculino,38,
7208,CONDUCTOR,AUTO PARTICULAR,CITROEN,BERLINGO,,,Masculino,34,
7209,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,44,
7210,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,44,
7210,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 34,NO HAY DATOS,Masculino,57,
7211,CONDUCTOR,MOTO,HONDA,CIVIC,,,Masculino,37,
7212,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,CROSSFOX,,,Masculino,37,
7213,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 64,INT 8,Masculino,53,
7214,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ZAFIRA,,,Masculino,42,
7214,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,35,
7214,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,51,
7214,CONDUCTOR,AUTO PARTICULAR,SUBARU,IMPREZA,,,Masculino,30,
7215,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,67,
7216,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,53,
7217,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,57,
7218,CONDUCTOR,MOTO,BAJAJ ROUSER,135 L5,,,Masculino,24,
7218,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CELTA,,,Masculino,41,
7219,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 114,Masculino,27,
7219,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 114,Masculino,27,1
7220,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,23,
7220,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
7221,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,64,
7222,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,28,
7223,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),SIN DATOS,NO HAY DATOS,,,Masculino,999,
7224,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,54,
7225,CONDUCTOR,AUTO PARTICULAR,CITROEN,AIRCROSS,,,Masculino,43,
7226,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,24,
7227,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,23,
7228,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 37,NO HAY DATOS,Masculino,39,
7229,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,21,
7230,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,SIENA,,,Masculino,55,
7231,CONDUCTOR,CAMIONETA,VOLKSWAGEN,CADDY,,,Masculino,30,
7232,CONDUCTOR,TAXI/REMIS,FORD,ESCORT,,,Masculino,999,
7232,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,33,
7233,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,66,
7234,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,72,
7235,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,27,
7236,CONDUCTOR,CAMION,DEUTZ,AGRALE DYNAMIC,,,Masculino,27,
7237,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Masculino,45,
7238,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,PASSAT,,,Masculino,57,
7238,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,28,
7239,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,49,
7240,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,74,
7240,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,74,1
7241,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,76,
7242,CONDUCTOR,MOTO,ZANELLA,SWING ZB,,,Masculino,16,
7242,CONDUCTOR,MOTO,ZANELLA,SWING ZB,,,Masculino,16,1
7243,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Masculino,32,
7244,CONDUCTOR,CAMIONETA,FORD,RANGER,,,Masculino,53,
7245,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,57,
7245,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,57,1
7246,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,67,
7247,CONDUCTOR,AUTO PARTICULAR,NISSAN,TIIDA,,,Masculino,39,
7247,CONDUCTOR,MOTO,HONDA,FALCON,,,Masculino,21,
7248,CONDUCTOR,AUTO PARTICULAR,FIAT,SPAZIO,,,Masculino,29,
7249,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,25,
7249,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPARK,,,Femenino,20,
7250,CONDUCTOR,TAXI/REMIS,CHEVROLET,COBALT,,,Masculino,23,
7251,CONDUCTOR,CAMIONETA,PEUGEOT,PARTNER,,,Masculino,41,
7252,CONDUCTOR,AUTO PARTICULAR,HONDA WAVE,FOX,,,Masculino,27,
7253,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,TIGRA,,,Masculino,61,
7254,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,33,
7255,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,64,
7256,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,28,
7257,CONDUCTOR,MOTO,MOTOMEL,CUSTOM,,,Femenino,38,
7258,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,49,
7259,CONDUCTOR,UTILITARIO,RENAULT,KANGOO,,,Masculino,37,
7259,CONDUCTOR,UTILITARIO,MERCEDES BENZ,NO HAY DATOS,,,Masculino,37,
7260,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,28,
7260,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,28,
7261,CONDUCTOR + PEATON,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,38,
7262,CONDUCTOR,AUTO PARTICULAR,RENAULT,NO HAY DATOS,,,Masculino,19,
7263,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,PRISMA,,,Masculino,56,
7264,CONDUCTOR,MOTO,GILERA,FZ 125,,,Masculino,26,
7265,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,41,
7266,CONDUCTOR,CAMIONETA,RENAULT,DUSTER,,,Masculino,39,
7267,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,405,,,Masculino,55,
7268,CONDUCTOR,MOTO,MOTOMEL,CUSTOM,,,Femenino,38,
7269,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Masculino,42,
7270,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,27,
7271,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,58,
7272,CONDUCTOR,AUTO PARTICULAR,NISSAN,SENTRA,,,Masculino,63,
7273,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,VENTO,,,Masculino,61,
7274,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),TOYOTA,ETIOS,,,Masculino,58,
7275,CONDUCTOR,CAMION,MERCEDES BENZ,1418,,,Masculino,36,
7276,CONDUCTOR,AUTO PARTICULAR,FIAT,DUNA,,,Masculino,73,
7277,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,48,
7277,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Femenino,66,
7278,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,45,
7279,CONDUCTOR,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Masculino,999,
7280,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,38,
7281,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,74,
7282,CONDUCTOR,CAMIONETA,TOYOTA,HILUX,,,Masculino,37,
7283,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,54,
7284,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,49,
7285,CONDUCTOR,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Masculino,52,
7286,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,999,
7287,CONDUCTOR,UTILITARIO,CHEVROLET,BLAZER,,,Masculino,18,
7287,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,34,
7287,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,34,1
7287,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,34,1
7288,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,33,
7289,CONDUCTOR,CAMIONETA,FORD,F 150,,,Masculino,47,
7290,CONDUCTOR,UTILITARIO,MERCEDES BENZ,SPRINTER,,,Masculino,22,
7291,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,49,
7292,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,21,
7293,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,63,
7294,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,56,
7295,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Masculino,42,
7296,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,26,
7297,CONDUCTOR,CAMIONETA,PEUGEOT,PARTNER,,,Masculino,44,
7298,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Masculino,999,
7299,CONDUCTOR,MOTO,GILERA,STYLO,,,Masculino,31,
7300,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,18,
7301,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,32,
7302,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,34,
7303,PASAJERO/ACOMPAÑANTE,CAMIONETA,RENAULT,KANGOO,,,Masculino,37,
7303,PASAJERO/ACOMPAÑANTE,CAMIONETA,RENAULT,KANGOO,,,Masculino,33,
7304,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 97,INT 116,Masculino,22,
7305,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,29,
7305,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,29,1
7306,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Femenino,25,
7307,CONDUCTOR,AUTO PARTICULAR,FIAT,IDEA,,,Femenino,46,
7308,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,38,
7308,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,PRISMA,,,Masculino,19,
7309,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,45,
7309,CONDUCTOR,TAXI/REMIS,CHEVROLET,MERIVA,,,Masculino,46,
7310,CONDUCTOR,UTILITARIO,MERCEDES BENZ,SPRINTER,,,Masculino,42,
7311,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,27,
7312,PASAJERO/ACOMPAÑANTE,CAMIONETA,RENAULT,KANGOO,,,Masculino,58,
7312,PASAJERO/ACOMPAÑANTE,CAMIONETA,RENAULT,KANGOO,,,Masculino,23,
7313,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,24,
7314,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),SIN DATOS,NO HAY DATOS,,,Masculino,999,
7315,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
7316,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 1,Masculino,38,
7317,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,34,
7317,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,34,1
7318,CONDUCTOR,AUTO PARTICULAR,RENAULT,SYMBOL,,,Masculino,53,
7319,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,31,
7320,CONDUCTOR,AUTO PARTICULAR,FORD,GALAXY,,,Femenino,38,
7321,CONDUCTOR,AUTO PARTICULAR,RENAULT,SANDERO,,,Masculino,62,
7322,CONDUCTOR,MOTO,MONDIAL,Casa rodante 15RB,,,Masculino,33,
7323,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),HONDA,ACCORD,,,Masculino,83,
7324,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,44,
7325,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Femenino,36,
7326,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,20,
7327,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,999,
7328,CONDUCTOR,CAMION,FIAT,NO HAY DATOS,,,Masculino,53,
7329,PEATON,SIN DATOS,,,,,Masculino,37,
7330,CONDUCTOR,CAMIONETA,MERCEDES BENZ,SPRINTER,,,Masculino,48,
7330,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,YAMAHA,TDM,,,Masculino,34,
7331,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,NO HAY DATOS,,,Masculino,56,
7332,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,41,
7333,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,23,
7334,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,505,,,Masculino,52,
7335,CONDUCTOR,TAXI/REMIS,PEUGEOT,207,,,Femenino,27,
7336,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Femenino,73,
7337,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,31,
7338,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,29,
7339,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
7340,CONDUCTOR,AUTO PARTICULAR,FIAT,DUNA,,,Masculino,999,
7341,CONDUCTOR,CAMIONETA,CHEVROLET,400,,,Masculino,63,
7342,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,25,
7343,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
7344,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL,,,Masculino,55,
7345,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,25,
7346,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,66,
7347,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,33,
7348,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,26,
7348,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,41,
7349,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,59,
7350,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,AMAROK,,,Masculino,58,
7351,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,33,
7352,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,23,
7352,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,38,
7353,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,68,
7354,CONDUCTOR,MOTO,JIANSHE,110,,,Masculino,36,
7354,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,56,
7355,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,26,
7355,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,33,
7356,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,30,
7357,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
7358,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,49,
7359,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Masculino,27,
7360,CONDUCTOR,TAXI/REMIS,CHEVROLET,SPIN,,,Masculino,34,
7361,CONDUCTOR,TAXI/REMIS,CHEVROLET,SPIN,,,Masculino,58,
7362,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
7363,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,32,
7364,CONDUCTOR,UTILITARIO,RENAULT,DUSTER,,,Masculino,42,
7365,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
7366,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,28,
7367,CONDUCTOR,AMBULANCIA,MERCEDES BENZ,SPRINTER,,,Masculino,29,
7368,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,34,
7369,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,34,
7370,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 2,NO HAY DATOS,Masculino,26,
7371,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
7372,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL POWER,,,Femenino,47,
7373,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,19,
7374,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,55,
7375,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Femenino,27,
7376,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,KA,,,Masculino,40,
7376,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHERY,TIGGO,,,Masculino,23,
7377,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,PRISMA,,,Masculino,33,
7378,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,35,
7379,CONDUCTOR,AUTO PARTICULAR,FORD,TAUNUS,,,Masculino,46,
7380,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,43,
7381,CONDUCTOR,SIN DATOS,,,,,Masculino,31,
7382,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,73,
7382,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,31,
7383,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 127,INT 230,Masculino,24,
7384,CONDUCTOR,AUTO PARTICULAR,FIAT,DOBLO,,,Masculino,40,
7385,CONDUCTOR,CAMION,MERCEDES BENZ,608,,,Masculino,49,
7385,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,38,
7385,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,26,
7386,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,70,
7386,CONDUCTOR,AUTO PARTICULAR,FIAT,FIORINO,,,Masculino,31,
7386,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,39,
7386,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,68,
7387,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 55,INT 59,Masculino,49,
7388,CONDUCTOR,AUTO PARTICULAR,FIAT,IDEA,,,Masculino,41,
7389,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Femenino,54,
7390,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AVEO,,,Masculino,46,
7390,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,50,
7391,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,28,
7392,CONDUCTOR,CAMION,MERCEDES BENZ,914,,,Masculino,46,
7393,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,50,
7394,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,42,
7395,CONDUCTOR,CAMIONETA,FIAT,DUCATO,,,Masculino,29,
7396,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Femenino,51,
7397,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,41,
7398,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,35,
7399,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,34,
7400,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,56,
7401,CONDUCTOR + CICLISTA,AUTO PARTICULAR,FORD,ORION,,,Masculino,59,
7402,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,28,
7403,CONDUCTOR,MOTO,HONDA,110,,,Masculino,22,
7404,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,62,
7405,CONDUCTOR,CAMION,IVECO,DAILY,,,Masculino,32,
7406,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,43,
7407,CONDUCTOR,TAXI/REMIS,CHEVROLET,ZAFIRA,,,Masculino,30,
7408,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,32,
7409,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Masculino,42,
7410,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,33,
7410,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,33,1
7411,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,60,
7412,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,49,
7413,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Masculino,31,
7414,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,57,
7415,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,33,
7416,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,40,
7417,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL COUNTRY,,,Femenino,39,
7418,CONDUCTOR,CAMIONETA,VOLKSWAGEN,CADDY,,,Masculino,44,
7419,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,999,
7420,CONDUCTOR,MOTO,HONDA,CG  125,,,Masculino,25,
7421,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Femenino,54,
7422,CONDUCTOR,AUTO PARTICULAR,SEAT,LEON,,,Masculino,21,
7423,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,81,
7424,CONDUCTOR,AUTO PARTICULAR,TOYOTA,ETIOS,,,Masculino,56,
7425,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,38,
7426,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 23,NO HAY DATOS,Masculino,999,
7427,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,47,
7428,CONDUCTOR,AUTO PARTICULAR,TOYOTA,FIELDER,,,Masculino,50,
